id,console-name,product-name,loose-price,cib-price,new-price,graded-price,box-only-price,manual-only-price,bgs-10-price,condition-17-price,condition-18-price,gamestop-price,gamestop-trade-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,upc,sales-volume,genre,tcg-id,asin,epid,release-date
7516357,Funko POP Marvel,Punisher [Chase] #216,$21.59,$25.00,$37.21,,,,,,,,,$7.20,$23.99,$8.40,$27.99,$16.40,$40.99,889698110921,1,Daredevil,,,,2017-01-01
7517168,Funko POP Marvel,Queen General Ramonda #971,$1.00,$1.01,$9.54,,,,,,,,,,$2.99,,$2.99,$2.00,$9.99,889698586504,1,What If...?,,,,2022-01-01
7517289,Funko POP Marvel,Queen Ramonda #1099,$7.39,$9.22,$9.84,,,,,,,,,$1.60,$8.09,$2.00,$9.99,$2.80,$10.99,889698639453,1,,,,,2022-01-01
7516321,Funko POP Marvel,Quicksilver #179,$9.00,$11.35,$16.59,,,,,,,,,$2.00,$9.89,$3.00,$11.99,$4.50,$17.99,889698116961,9,X-Men,,,,2016-01-01
7517308,Funko POP Marvel,Ramonda #1111,$5.55,$6.96,$7.92,,,,,,,,,$1.20,$6.09,$1.50,$7.69,$1.70,$8.69,889698648714,1,Black Panther,,,,2022-01-01
7517637,Funko POP Marvel,Ravager Thanos #974,$3.10,$7.38,$8.75,,,,,,,,,,$3.39,$1.60,$8.09,$1.90,$9.59,889698586559,1,What If...?,,,,2022-01-01
7517275,Funko POP Marvel,Ravager Thor #1085,$4.49,$8.81,$10.69,,,,,,,,,$1.00,$4.89,$1.90,$9.69,$3.00,$11.99,889698642057,1,,,,,2022-01-01
7517091,Funko POP Marvel,Ravonna Renslayer #899,$2.00,$2.24,$6.16,,,,,,,,,,$2.99,,$2.99,$1.40,$6.79,889698557450,1,Loki,,,,2021-01-01
7517036,Funko POP Marvel,Razor Fist #849,$4.67,$6.00,$6.49,,,,,,,,,$1.00,$5.09,$1.30,$6.59,$1.40,$7.09,889698543491,1,Shang-Chi and the Legend of the Ten Rings,,,,2021-01-01
7517271,Funko POP Marvel,Red Dagger #1080,$0.99,$5.00,$5.80,,,,,,,,,,$2.99,$1.10,$5.49,$1.30,$6.39,889698594981,25,,,,,2022-01-01
7516861,Funko POP Marvel,Red Goblin #682,$6.00,$8.00,$9.95,,,,,,,,,$1.30,$6.59,$1.80,$8.79,$2.80,$10.99,889698506748,1,Marvel Universe. NYCC Exclusive,,,,2020-01-01
7898257,Funko POP Marvel,Red Goblin [Fall Convention] #682,$8.11,$10.09,$13.67,,,,,,,,,$1.80,$8.89,$2.80,$10.99,$3.80,$14.99,889698506748,1,Marvel Universe. Fall Convention Limited Edition,,,,
7516791,Funko POP Marvel,Red Guardian #608,$1.30,$7.29,$11.23,,,,,,,,,,$2.99,$1.60,$7.99,$3.00,$11.99,889698469647,1,Black Widow,,,,2020-01-01
7516994,Funko POP Marvel,Red Guardian #810,$6.59,$9.00,$10.99,,,,,,,,,$1.50,$7.29,$2.00,$9.89,$3.00,$11.99,889698554787,1,Marvel Universe,,,,2021-01-01
7517571,Funko POP Marvel,Red Hulk #1439,$9.01,$11.50,$14.55,,,,,,,,,$2.00,$9.89,$3.30,$12.99,$4.00,$15.99,889698800341,1,Marvel Universe,,,,2024-01-01
7491635,Funko POP Marvel,Red Hulk #31,$18.00,$26.00,$30.00,,,,,,,,,$5.00,$19.99,$8.70,$28.99,$9.90,$32.99,849803035389,1,Marvel Universe: Series 3,,,,2013-01-01
7517040,Funko POP Marvel,Red Hulk #854,$4.00,$5.99,$11.35,,,,,,,,,$0.90,$4.39,$1.30,$6.59,$3.00,$11.99,889698550840,1,Marvel Universe,,,,2021-01-01
7517041,Funko POP Marvel,Red Hulk [Chase] #854,$16.91,$22.50,$30.90,,,,,,,,,$4.80,$18.99,$7.50,$24.99,$10.20,$33.99,889698550840,1,Marvel Universe,,,,2021-01-01
7880950,Funko POP Marvel,Red Hulk [Metallic] #31,,$39.00,$45.77,,,,,,,,,,,$17.20,$42.99,$20.00,$49.99,849803035389,1,"	Marvel Universe: Series 3. Chase. Limited Edition",,,,
7516372,Funko POP Marvel,Red She-Hulk #231,$10.00,$17.75,$29.99,,,,,,,,,$2.80,$10.99,$5.00,$19.99,$9.90,$32.99,889698203708,1,Marvel Universe,,,,2017-01-01
7491593,Funko POP Marvel,Red Skull #7,$207.00,$290.00,$340.98,,,,,,,,,$114.00,$228.00,$159.50,$319.00,$187.50,$375.00,830395022260,1,Marvel Universe: Series 1,,,,2011-01-01
7516543,Funko POP Marvel,Red Skull vs. Captain America [Movie Moments] #389,$12.71,$19.00,$21.98,,,,,,,,,$3.50,$13.99,$6.30,$20.99,$7.20,$23.99,889698328807,1,Marvel Studios: The First Ten Years,,,,2018-01-01
7517485,Funko POP Marvel,Renslayer #1315,$6.35,$9.00,$10.50,,,,,,,,,$1.40,$6.99,$2.00,$9.89,$3.00,$11.99,889698721721,1,"Loki, Season 2",,,,2023-01-01
7516648,Funko POP Marvel,Rescue #480,$4.82,$7.00,$8.05,,,,,,,,,$1.10,$5.29,$1.50,$7.69,$1.80,$8.89,889698397414,1,Avengers: Endgame,,,,2019-01-01
7516467,Funko POP Marvel,Rhino #309,$23.80,$29.55,$29.99,,,,,,,,,$7.80,$25.99,$9.90,$32.99,$9.90,$32.99,889698267649,11,Marvel Universe,,,,2018-01-01
7517200,Funko POP Marvel,Rintrah #1004,$1.00,$0.99,$10.40,,,,,,,,,,$2.99,,$2.99,$2.80,$10.99,889698609166,1,,,,,2022-01-01
7517477,Funko POP Marvel,Roberto #1309,$6.41,$9.00,$10.25,,,,,,,,,$1.40,$7.09,$2.00,$9.89,$2.80,$10.99,889698744430,1,X-Men '97,,,,2024-01-01
7517385,Funko POP Marvel,Rocket #1202,$5.00,$7.00,$7.81,,,,,,,,,$1.10,$5.49,$1.50,$7.69,$1.70,$8.59,889698675093,1,Guardians of the Galaxy Vol. 3,,,,2023-01-01
7517402,Funko POP Marvel,Rocket #1211,$6.74,$10.00,$11.99,,,,,,,,,$1.50,$7.39,$2.80,$10.99,$3.30,$12.99,889698675093,1,Guardians of the Galaxy Vol. 3    Hawkeye,,,,2023-01-01
7517441,Funko POP Marvel,Rocket #1241,$5.00,$7.00,$12.40,,,,,,,,,$1.10,$5.49,$1.50,$7.69,$3.50,$13.99,889698711593,1,Special Edition. Guardians of the Galaxy Vol. 3,,,,2023-01-01
7516343,Funko POP Marvel,Rocket #201,$4.85,$6.80,$8.08,,,,,,,,,$1.10,$5.29,$1.50,$7.49,$1.80,$8.89,889698132701,4,Guardians of the Galaxy Vol. 2,,,,2017-01-01
7516356,Funko POP Marvel,Rocket #210,$1.00,$1.00,$8.30,,,,,,,,,,$2.99,,$2.99,$1.80,$9.09,889698127882,1,Guardians of the Galaxy Vol. 2,,,,2017-01-01
7516628,Funko POP Marvel,Rocket #462,$3.85,$5.00,$6.42,,,,,,,,,$0.80,$4.19,$1.10,$5.49,$1.40,$7.09,889698366687,1,Avengers: Endgame,,,,2019-01-01
7516659,Funko POP Marvel,Rocket #491,$7.78,$8.92,$11.31,,,,,,,,,$1.70,$8.59,$2.00,$9.79,$3.00,$11.99,889698406758,1,Guardians of the Galaxy - Mission: Breakout!,,,,2019-01-01
7516710,Funko POP Marvel,Rocket Holiday #531,$5.39,$7.01,$8.99,,,,,,,,,$1.20,$5.89,$1.50,$7.69,$2.00,$9.89,889698433341,1,Marvel Universe,,,,2019-01-01
7516549,Funko POP Marvel,Rocket Raccoon #396,$8.74,$14.99,$15.00,,,,,,,,,$1.90,$9.59,$4.00,$15.99,$4.30,$16.99,889698344616,1,Marvel Universe,,,,2018-01-01
7491721,Funko POP Marvel,Rocket Raccoon #48,$7.46,$8.75,$10.00,,,,,,,,,$1.60,$8.19,$1.90,$9.59,$2.80,$10.99,849803043902,1,Guardians of the Galaxy: Series 1,,,,2014-01-01
7491658,Funko POP Marvel,Rocket Raccoon [Flocked] #48,$12.70,$17.00,$19.50,,,,,,,,,$3.50,$13.99,$4.80,$18.99,$6.30,$20.99,849803054373,1,Guardians of the Galaxy: Series 1. SDCC Exclusive. Limited Edition,,,,2014-01-01
7516578,Funko POP Marvel,Rocket Raccoon [Gold Chrome] #420,$8.40,$9.49,$13.74,,,,,,,,,$1.80,$9.19,$2.00,$9.99,$3.80,$14.99,889698348829,1,Marvel Studios: The First Ten Years,,,,2018-01-01
7491657,Funko POP Marvel,Rocket Raccoon [Ravagers Badge] #48,,,,,,,,,,,,,,,,,,,1,Guardians of the Galaxy: Series 1,,,,2014-01-01
8278970,Funko POP Marvel,Rocket [Target] #1241,$9.59,$12.12,$15.99,,,,,,,,,$2.80,$10.99,$3.30,$12.99,$4.50,$17.99,889698711593,1,Guardians of the Galaxy Vol. 3,,,,
7516352,Funko POP Marvel,Rocket with Groot #211,$5.00,$18.25,$19.48,,,,,,,,,$1.10,$5.49,$5.00,$19.99,$6.30,$20.99,,1,Guardians of the Galaxy Vol. 2,,,,2017-01-01
7517462,Funko POP Marvel,Rogue #1288,$11.59,$19.54,$20.56,,,,,,,,,$3.30,$12.99,$6.30,$20.99,$6.90,$22.99,889698738903,1,X-Men '97,,,,2023-01-01
7516581,Funko POP Marvel,Rogue #423,$4.00,$17.05,$18.37,,,,,,,,,$0.90,$4.39,$4.80,$18.99,$5.00,$19.99,889698370547,1,X-Men,,,,2019-01-01
7516655,Funko POP Marvel,Rogue #484,$14.12,$14.38,$23.00,,,,,,,,,$4.00,$15.99,$4.00,$15.99,$7.50,$24.99,889698475761,1,X-Men,,,,2019-01-01
7516828,Funko POP Marvel,Rogue #644,$11.39,$17.00,$20.45,,,,,,,,,$3.30,$12.99,$4.80,$18.99,$6.90,$22.99,889698492928,1,X-Men 20th Anniversary,,,,2020-01-01
7516982,Funko POP Marvel,Rogue [Blacklight GITD] #800,,,,,,,,,,,,,,,,,,,1,Marvel Black-light,,,,2021-01-01
7516961,Funko POP Marvel,Roman Senator Deadpool #779,$5.54,$7.00,$8.54,,,,,,,,,$1.20,$6.09,$1.50,$7.69,$1.90,$9.39,889698546577,1,Deadpool,,,,2021-01-01
7516602,Funko POP Marvel,Ronan #448,$5.51,$6.00,$6.91,,,,,,,,,$1.20,$6.09,$1.30,$6.59,$1.50,$7.59,889698363778,1,Captain Marvel,,,,2019-01-01
7491691,Funko POP Marvel,Ronan #75,$8.98,$9.19,$15.00,,,,,,,,,$2.00,$9.89,$2.00,$9.99,$4.30,$16.99,849803051761,1,Guardians of the Galaxy: Series 2,,,,2015-01-01
7516630,Funko POP Marvel,Ronin #465,$5.00,$6.00,$7.04,,,,,,,,,$1.10,$5.49,$1.30,$6.59,$1.50,$7.69,889698385084,12,Avengers: Endgame,,,,2019-01-01
8475614,Funko POP Marvel,Ruth Bat-Seraph #1367,,,,,,,,,,,,,,,,,,,1,Marvel,,,,2025-02-01
7516328,Funko POP Marvel,Sabretooth #181,$14.96,$19.09,$20.79,,,,,,,,,$4.00,$15.99,$6.30,$20.99,$6.90,$22.99,889698116985,9,X-Men,,,,2016-01-01
7517122,Funko POP Marvel,Safari Deadpool #931,$7.00,$9.91,$16.55,,,,,,,,,$1.50,$7.69,$2.80,$10.99,$4.50,$17.99,889698584289,1,Deadpool,,,,2021-01-01
7516484,Funko POP Marvel,Samurai Deadpool #329,$18.30,$26.72,$30.71,,,,,,,,,$5.00,$19.99,$8.70,$28.99,$10.20,$33.99,889698311199,1,Deadpool,,,,2018-01-01
7517370,Funko POP Marvel,Sandman #1181,$14.39,$16.93,$24.94,,,,,,,,,$4.00,$15.99,$4.80,$18.99,$8.10,$26.99,889698683869,1,Spider-Man: No Way Home,,,,2023-01-01
7516703,Funko POP Marvel,Sandman #524,$7.00,$8.71,$13.80,,,,,,,,,$1.50,$7.69,$1.90,$9.59,$3.80,$14.99,889698429788,6,Marvel Universe,,,,2019-01-01
7517199,Funko POP Marvel,Sara #1006,$3.44,$4.38,$5.73,,,,,,,,,$0.80,$3.79,$1.00,$4.79,$1.30,$6.29,889698611275,1,,,,,2022-01-01
7517494,Funko POP Marvel,Sauron #1324,$2.77,$4.00,$4.25,,,,,,,,,,$3.09,$0.90,$4.39,$0.90,$4.69,889698767880,1,X-Men '97,,,,2024-01-01
7517287,Funko POP Marvel,Scarlet Scarab #1093,$6.00,$9.00,$10.00,,,,,,,,,$1.30,$6.59,$2.00,$9.89,$2.80,$10.99,889698653329,1,,,,,2022-01-01
7517414,Funko POP Marvel,Scarlet Spider #1232,$9.00,$15.80,$19.70,,,,,,,,,$2.00,$9.89,$4.30,$16.99,$6.60,$21.99,889698657358,1,Spider-Man: Across the Spider-Verse,,,,2023-01-01
8149154,Funko POP Marvel,Scarlet Spider #1453,$14.99,$19.00,$22.12,,,,,,,,,$4.00,$15.99,$6.30,$20.99,$7.20,$23.99,889698849906,1,Marvel,,,,2025-01-01
7516331,Funko POP Marvel,Scarlet Spider #187,$11.91,$14.79,$19.37,,,,,,,,,$3.30,$12.99,$4.00,$15.99,$6.30,$20.99,889698113014,1,Marvel Universe,,,,2016-01-01
7517580,Funko POP Marvel,Scarlet Spider Kaine #1447,$7.91,$11.00,$13.18,,,,,,,,,$1.70,$8.69,$3.00,$11.99,$3.80,$14.99,889698837521,1,Marvel Universe,,,,2024-01-01
7516699,Funko POP Marvel,Scarlet Spider Kaine Parker #523,$8.97,$11.00,$13.00,,,,,,,,,$2.00,$9.89,$3.00,$11.99,$3.50,$13.99,889698429771,1,Marvel Universe,,,,2019-01-01
7517201,Funko POP Marvel,Scarlet Witch #1007,$5.00,$6.57,$11.29,,,,,,,,,$1.10,$5.49,$1.40,$7.19,$3.00,$11.99,889698609234,1,Funko Shop,,,,2022-01-01
7517228,Funko POP Marvel,Scarlet Witch #1034,$10.50,$11.60,$16.80,,,,,,,,,$3.00,$11.99,$3.30,$12.99,$4.50,$17.99,889698628167,5,,,,,2022-01-01
7517498,Funko POP Marvel,Scarlet Witch #1328,$15.00,$24.00,$28.56,,,,,,,,,$4.30,$16.99,$7.80,$25.99,$9.30,$30.99,889698768252,1,Marvel Universe,,,,2023-01-01
7516275,Funko POP Marvel,Scarlet Witch #133,$6.86,$15.77,$22.63,,,,,,,,,$1.50,$7.59,$4.30,$16.99,$7.50,$24.99,849803072315,9,Captain America: Civil War,,,,2016-01-01
7516732,Funko POP Marvel,Scarlet Witch #552,$4.97,$11.59,$11.68,,,,,,,,,$1.10,$5.49,$3.30,$12.99,$3.30,$12.99,889698445030,11,Marvel 80th Anniversary,,,,2019-01-01
7517012,Funko POP Marvel,Scarlet Witch #828,$6.90,$9.00,$11.67,,,,,,,,,$1.50,$7.59,$2.00,$9.89,$3.30,$12.99,889698544375,1,WandaVision,,,,2021-01-01
7491727,Funko POP Marvel,Scarlet Witch #95,$12.50,$25.00,$29.99,,,,,,,,,$3.50,$13.99,$8.40,$27.99,$9.90,$32.99,849803047795,21,Avengers: Age of Ultron,,,,2015-01-01
7517185,Funko POP Marvel,Scarlet Witch #986,$3.00,$3.37,$9.95,,,,,,,,,,$3.29,,$3.69,$2.80,$10.99,889698627467,1,WandaVision,,,,2022-01-01
7517009,Funko POP Marvel,Scarlet Witch Darkhold #823,$6.01,$7.00,$8.74,,,,,,,,,$1.30,$6.59,$1.50,$7.69,$1.90,$9.59,889698543231,1,WandaVision,,,,2021-01-01
7517004,Funko POP Marvel,Scarlet Witch Darkhold [GITD] #823,$5.89,$9.93,$10.40,,,,,,,,,$1.30,$6.49,$2.80,$10.99,$2.80,$10.99,889698623452,1,WandaVision,,,,2021-01-01
7517006,Funko POP Marvel,Scarlet Witch Darkhold [Translucent Red] #823,,,,,,,,,,,,,,,,,,,1,WandaVision,,,,2021-01-01
7516852,Funko POP Marvel,Scream Symbiote #671,$5.44,$7.03,$8.60,,,,,,,,,$1.20,$5.99,$1.50,$7.69,$1.90,$9.49,889698374743,1,Marvel Universe,,,,2020-01-01
7516376,Funko POP Marvel,Selfie Gwenpool #232,$5.35,$8.00,$8.91,,,,,,,,,$1.20,$5.89,$1.80,$8.79,$2.00,$9.79,889698145374,1,Marvel Universe. SDCC Exclusive. Limited Edition,,,,2017-01-01
7918205,Funko POP Marvel,Selfie Gwenpool [Summer Convention] #232,$6.00,$6.99,$10.00,,,,,,,,,$1.30,$6.59,$1.50,$7.69,$2.80,$10.99,889698145374,1,Marvel Universe. Summer Convention,,,,
7517249,Funko POP Marvel,Sentinel #1054,$15.00,$19.99,$25.00,,,,,,,,,$4.30,$16.99,$6.60,$21.99,$8.40,$27.99,889698666367,1,PX Previews,,,,2022-01-01
7880082,Funko POP Marvel,Sentinel [Chase] #1054,$23.99,$34.00,$39.99,,,,,,,,,$7.80,$25.99,$14.80,$36.99,$17.60,$43.99,,1,PX Previews.  Blacklight,,,,
7516922,Funko POP Marvel,Sersi #728,$3.00,$4.32,$10.11,,,,,,,,,,$3.29,$1.00,$4.79,$2.80,$10.99,889698497053,1,Eternals,,,,2021-01-01
7516923,Funko POP Marvel,Sersi #741,$5.23,$10.26,$11.88,,,,,,,,,$1.20,$5.79,$2.80,$10.99,$3.30,$12.99,889698501156,1,Eternals,,,,2021-01-01
7517028,Funko POP Marvel,Shang-Chi #843,$3.00,$3.68,$6.60,,,,,,,,,,$3.29,$0.80,$4.09,$1.50,$7.29,889698528740,1,Shang-Chi and the Legend of the Ten Rings,,,,2021-01-01
7517029,Funko POP Marvel,Shang-Chi #844,$1.00,$1.00,$6.46,,,,,,,,,,$2.99,,$2.99,$1.40,$7.09,889698528757,1,Shang-Chi and the Legend of the Ten Rings,,,,2021-01-01
7517068,Funko POP Marvel,Shang-Chi #879,$4.66,$6.00,$7.34,,,,,,,,,$1.00,$5.09,$1.30,$6.59,$1.60,$8.09,889698554213,1,Shang-Chi and the Legend of the Ten Rings,,,,2021-01-01
7516998,Funko POP Marvel,Sharon Carter #816,$5.50,$5.72,$9.88,,,,,,,,,$1.20,$6.09,$1.30,$6.29,$2.80,$10.99,889698523714,1,The Falcon and The Winter Soldier,,,,2021-01-01
7517310,Funko POP Marvel,She-Hulk #1126,$6.83,$9.17,$9.99,,,,,,,,,$1.50,$7.49,$2.00,$9.99,$2.80,$10.99,889698641968,1,She Hulk: Attorney At Law,,,,2022-01-01
7517316,Funko POP Marvel,She-Hulk #1127,$5.24,$6.13,$8.49,,,,,,,,,$1.20,$5.79,$1.30,$6.69,$1.90,$9.29,889698641975,1,She Hulk: Attorney At Law,,,,2022-01-01
7517321,Funko POP Marvel,She-Hulk #1135,$8.95,$14.36,$16.58,,,,,,,,,$2.00,$9.89,$4.00,$15.99,$4.50,$17.99,889698650502,1,She Hulk: Attorney At Law,,,,2022-01-01
7517459,Funko POP Marvel,She-Hulk #1286,$7.00,$8.95,$12.75,,,,,,,,,$1.50,$7.69,$2.00,$9.89,$3.50,$13.99,889698721899,1,Marvel Universe,,,,2023-01-01
7516288,Funko POP Marvel,She-Hulk #147,$2.99,$6.99,$7.50,,,,,,,,,,$3.29,$1.50,$7.69,$1.70,$8.29,889698118361,5,Marvel Universe,,,,2016-01-01
7516287,Funko POP Marvel,She-Hulk [GITD] #147,$6.00,$7.50,$12.02,,,,,,,,,$1.30,$6.59,$1.70,$8.29,$3.30,$12.99,889698118361,1,Marvel Universe,,,,2016-01-01
7516966,Funko POP Marvel,Sherlock Deadpool #784,$8.99,$11.00,$13.27,,,,,,,,,$2.00,$9.89,$3.00,$11.99,$3.80,$14.99,889698546911,1,Deadpool,,,,2021-01-01
7517293,Funko POP Marvel,Shuri #1103,$3.59,$5.00,$5.98,,,,,,,,,$0.80,$3.99,$1.10,$5.49,$1.30,$6.59,889698650069,1,Black Panther: Wakanda Forever,,,,2022-01-01
7517647,Funko POP Marvel,Shuri #1112,$2.69,$6.00,$6.75,,,,,,,,,,$2.99,$1.30,$6.59,$1.50,$7.39,889698648721,1,Black Panther,,,,2022-01-01
7517360,Funko POP Marvel,Shuri #1173,$1.00,$1.59,$11.88,,,,,,,,,,$2.99,,$2.99,$3.30,$12.99,889698639439,1,Black Panther: Wakanda Forever,,,,2022-01-01
7517362,Funko POP Marvel,Shuri #1174,$5.63,$8.89,$9.39,,,,,,,,,$1.20,$6.19,$2.00,$9.79,$2.00,$9.99,889698639446,1,Black Panther: Wakanda Forever,,,,2022-01-01
7516426,Funko POP Marvel,Shuri #276,$5.39,$7.95,$8.98,,,,,,,,,$1.20,$5.89,$1.80,$8.79,$2.00,$9.89,889698663328,1,Black Panther,,,,2017-01-01
7517062,Funko POP Marvel,Shuri #876,$7.77,$9.00,$10.47,,,,,,,,,$1.70,$8.59,$2.00,$9.89,$3.00,$11.99,889698648738,1,Black Panther,,,,2022-01-01
7516545,Funko POP Marvel,Shuri [Gold Chrome] #393,$1.93,$3.78,$5.43,,,,,,,,,,$2.99,$0.80,$4.19,$1.20,$5.99,,1,Marvel Studios: The First Ten Years,,,,2018-01-01
7517254,Funko POP Marvel,Silk #1064,$5.00,$6.00,$7.03,,,,,,,,,$1.10,$5.49,$1.30,$6.59,$1.50,$7.69,889698652469,1,Summer Convention. Limited Edition,,,,2022-01-01
7516487,Funko POP Marvel,Silk #333,$7.99,$11.00,$13.33,,,,,,,,,$1.80,$8.79,$3.00,$11.99,$3.80,$14.99,889698297189,1,Marvel Universe,,,,2018-01-01
7912875,Funko POP Marvel,Silk [SDCC] #1064,$5.00,$7.00,$8.45,,,,,,,,,$1.10,$5.49,$1.50,$7.69,$1.90,$9.29,889698652469,1,SDCC Exclusive. Limited Edition,,,,
7491611,Funko POP Marvel,Silver Surfer #19,$11.40,$15.00,$18.10,,,,,,,,,$3.30,$12.99,$4.30,$16.99,$5.00,$19.99,830395030517,5,Marvel Universe: Series 2,,,,2012-01-01
7516742,Funko POP Marvel,Silver Surfer #563,$9.00,$10.96,$14.00,,,,,,,,,$2.00,$9.89,$3.00,$11.99,$3.80,$14.99,889698449922,1,Fantastic Four,,,,2019-01-01
7517205,Funko POP Marvel,Sinister Six: Doctor Octopus #1013,$6.85,$14.70,$14.99,,,,,,,,,$1.50,$7.49,$4.00,$15.99,$4.00,$15.99,889698609029,1,,,,,2022-01-01
7517214,Funko POP Marvel,Sinister Six: Electro #1017,$11.69,$15.59,$15.99,,,,,,,,,$3.30,$12.99,$4.30,$16.99,$4.50,$17.99,889698609067,1,,,,,2022-01-01
7517215,Funko POP Marvel,Sinister Six: Kraven The Hunter #1018,$9.15,$13.00,$15.00,,,,,,,,,$2.00,$9.99,$3.50,$13.99,$4.30,$16.99,889698609074,1,,,,,2022-01-01
7517209,Funko POP Marvel,Sinister Six: Mysterio #1016,$4.81,$9.42,$10.24,,,,,,,,,$1.10,$5.29,$2.00,$9.99,$2.80,$10.99,889698609050,1,,,,,2022-01-01
7517208,Funko POP Marvel,Sinister Six: Sandman #1015,$6.32,$8.00,$9.50,,,,,,,,,$1.40,$6.99,$1.80,$8.79,$2.00,$9.99,889698609043,1,,,,,2022-01-01
7517211,Funko POP Marvel,Sinister Six: Spider-Man #1019,$12.45,$24.41,$24.58,,,,,,,,,$3.50,$13.99,$8.10,$26.99,$8.10,$26.99,889698609081,1,Amazon.  Marvel.  Spider-man,,,,2022-01-01
7880080,Funko POP Marvel,Sinister Six: Spider-Man [Special Edition] #1019,,,,,,,,,,,,,,,,,,,1,Special Edition.  Marvel,,,,
7517210,Funko POP Marvel,Sinister Six: Vulture #1014,$5.87,$8.00,$8.96,,,,,,,,,$1.30,$6.49,$1.80,$8.79,$2.00,$9.89,889698609036,1,,,,,2022-01-01
7517221,Funko POP Marvel,Sinister Strange #1030,$4.37,$6.00,$6.77,,,,,,,,,$1.00,$4.79,$1.30,$6.59,$1.50,$7.49,889698624053,1,,,,,2022-01-01
7516466,Funko POP Marvel,Six Arm Spider-Man #313,$6.26,$9.00,$10.43,,,,,,,,,$1.40,$6.89,$2.00,$9.89,$2.80,$10.99,889698294690,1,Marvel Universe,,,,2018-01-01
7516296,Funko POP Marvel,Slapstick #157,$9.37,$11.90,$13.00,,,,,,,,,$2.00,$9.99,$3.30,$12.99,$3.50,$13.99,849803093501,1,Marvel Universe,,,,2016-01-01
7517509,Funko POP Marvel,Sleepover Deadpool #1344,$4.00,$5.00,$17.47,,,,,,,,,$0.90,$4.39,$1.10,$5.49,$4.80,$18.99,889698760799,1,Deadpool,,,,2024-01-01
7517497,Funko POP Marvel,Snake Eating Its Tail #1330,$10.05,$14.00,$16.75,,,,,,,,,$2.80,$10.99,$3.80,$14.99,$4.50,$17.99,889698745116,1,"Loki, Season 2",,,,2023-01-01
7517473,Funko POP Marvel,Snow Day Deadpool #1296,$4.00,$4.99,$15.66,,,,,,,,,$0.90,$4.39,$1.10,$5.49,$4.30,$16.99,889698745765,1,Deadpool,,,,2023-01-01
7517632,Funko POP Marvel,Soldier Supreme #858,$5.39,$8.00,$9.07,,,,,,,,,$1.20,$5.89,$1.80,$8.79,$2.00,$9.99,889698520065,1,Infinity Warps,,,,2021-01-01
7516860,Funko POP Marvel,Soldier Supreme [GITD] #679,$2.87,$4.00,$4.19,,,,,,,,,,$3.19,$0.90,$4.39,$0.90,$4.59,889698368209,1,Infinity Warps,,,,2020-01-01
7517045,Funko POP Marvel,Soldier Supreme [GITD] #858,,,,,,,,,,,,,,,,,,,1,Infinity Warps,,,,2021-01-01
7516282,Funko POP Marvel,Solo #142,$10.43,$14.00,$16.53,,,,,,,,,$2.80,$10.99,$3.80,$14.99,$4.50,$17.99,849803093518,1,Marvel Universe,,,,2016-01-01
7517622,Funko POP Marvel,Spider-Armor MKIII #670,$6.00,$8.00,$9.53,,,,,,,,,$1.30,$6.59,$1.80,$8.79,$2.00,$9.99,889698374088,16,Marvel Universe,,,,2020-01-01
7517530,Funko POP Marvel,Spider-Boy #1384,$9.02,$12.00,$14.68,,,,,,,,,$2.00,$9.89,$3.30,$12.99,$4.00,$15.99,889698782449,1,Marvel Universe,,,,2024-01-01
7517417,Funko POP Marvel,Spider-Byte #1229,$4.54,$7.00,$8.00,,,,,,,,,$1.00,$4.99,$1.50,$7.69,$1.80,$8.79,889698657280,1,Spider-Man: Across the Spider-Verse,,,,2023-01-01
7516653,Funko POP Marvel,Spider-Carnage #486,$13.05,$16.00,$18.40,,,,,,,,,$3.50,$13.99,$4.50,$17.99,$5.00,$19.99,889698391894,1,Marvel Universe,,,,2019-01-01
7517147,Funko POP Marvel,Spider-Girl #955,$3.00,$4.13,$10.11,,,,,,,,,,$3.29,$0.90,$4.49,$2.80,$10.99,889698588614,1,Marvel Universe,,,,2021-01-01
7516417,Funko POP Marvel,Spider-Girl Anya Corazon #271,$8.70,$13.00,$13.99,,,,,,,,,$1.90,$9.59,$3.50,$13.99,$3.80,$14.99,889698147927,1,Marvel Universe,,,,2017-01-01
7517143,Funko POP Marvel,Spider-Girl [Chase] #955,$12.00,$13.35,$20.82,,,,,,,,,$3.30,$12.99,$3.80,$14.99,$6.90,$22.99,889698588614,1,Marvel Universe,,,,2021-01-01
7517280,Funko POP Marvel,Spider-Gwen #1091,$14.00,$19.00,$22.02,,,,,,,,,$3.80,$14.99,$6.30,$20.99,$7.20,$23.99,889698661799,1,MARVEL COLLECTOR CORPS,,,,2022-01-01
7517650,Funko POP Marvel,Spider-Gwen #1224,$8.98,$12.36,$15.00,,,,,,,,,$2.00,$9.89,$3.50,$13.99,$4.30,$16.99,889698657235,1,Spider-Man: Across the Spider-Verse,,,,2023-01-01
7516285,Funko POP Marvel,Spider-Gwen #146,$8.42,$11.87,$16.02,,,,,,,,,$1.90,$9.29,$3.30,$12.99,$4.50,$17.99,849803072612,1,Marvel Universe,,,,2016-01-01
