id,console-name,product-name,loose-price,cib-price,new-price,graded-price,box-only-price,manual-only-price,bgs-10-price,condition-17-price,condition-18-price,gamestop-price,gamestop-trade-price,retail-loose-buy,retail-loose-sell,retail-cib-buy,retail-cib-sell,retail-new-buy,retail-new-sell,upc,sales-volume,genre,tcg-id,asin,epid,release-date
7467649,Funko POP 8-Bit,Barb #28,$4.29,$8.00,$9.80,,,,,,,,,$0.90,$4.69,$1.80,$8.79,$2.80,$10.99,889698290050,1,Stranger Things,,,,2018-01-01
7467622,Funko POP 8-Bit,Batgirl #2,$3.00,$4.38,$9.29,,,,,,,,,,$3.29,$1.00,$4.79,$2.00,$9.99,889698220149,1,DC Super Heroes,,,,2018-01-01
7470160,Funko POP 8-Bit,Batgirl Classic TV #21,$6.00,$8.03,$14.99,,,,,,,,,$1.30,$6.59,$1.80,$8.79,$4.00,$15.99,889698220156,1,Batman.  Barnes Noble,,,,2017-01-01
7467620,Funko POP 8-Bit,Batman [NYCC] #1,$6.00,$9.00,$10.00,,,,,,,,,$1.30,$6.59,$2.00,$9.89,$2.80,$10.99,889698208376,1,DC Super Heroes,,,,2017-01-01
7467621,Funko POP 8-Bit,Batman [SDCC] #1,$8.85,$12.00,$14.50,,,,,,,,,$1.90,$9.69,$3.30,$12.99,$4.00,$15.99,889698318211,1,DC Super Heroes,,,,2017-01-01
7467640,Funko POP 8-Bit,Black Hole Bomb #13,$2.00,$3.00,$6.76,,,,,,,,,,$2.99,,$3.29,$1.50,$7.39,889698333344,1,Mega Man,,,,2018-01-01
7467646,Funko POP 8-Bit,Demogorgon #20,$8.14,$11.00,$13.40,,,,,,,,,$1.80,$8.99,$3.00,$11.99,$3.80,$14.99,889698234269,1,Stranger Things.  Target,,,,2017-01-01
7467604,Funko POP 8-Bit,Demogorgon [Chase] #20,$11.71,$17.00,$19.55,,,,,,,,,$3.30,$12.99,$4.80,$18.99,$6.60,$21.99,889698230810,1,Stranger Things,,,,2017-01-01
7467623,Funko POP 8-Bit,Dig Dug #3,$7.32,$9.99,$12.05,,,,,,,,,$1.60,$8.09,$2.80,$10.99,$3.30,$12.99,889698146845,1,Dig Dug,,,,2017-01-01
7467625,Funko POP 8-Bit,Donatello #5,$1.00,$1.12,$14.65,,,,,,,,,,$2.99,,$2.99,$4.00,$15.99,889698250078,1,Teenage Mutant Ninja Turtles,,,,2018-01-01
7467626,Funko POP 8-Bit,Donatello [Funko Shop] #5,$16.78,$24.50,$28.08,,,,,,,,,$4.50,$17.99,$8.10,$26.99,$9.30,$30.99,889698250078,1,Teenage Mutant Ninja Turtles,,,,2018-01-01
7467643,Funko POP 8-Bit,Dustin #18,$4.83,$6.00,$7.61,,,,,,,,,$1.10,$5.29,$1.30,$6.59,$1.70,$8.39,889698234269,1,Stranger Things.  Target,,,,2017-01-01
7467641,Funko POP 8-Bit,Eleven with Eggos #16,$3.91,$5.88,$6.51,,,,,,,,,$0.90,$4.29,$1.30,$6.49,$1.40,$7.19,889698385367,1,Stranger Things.  Target,,,,2017-01-01
7467652,Funko POP 8-Bit,Fix-It Felix #31,$7.07,$10.00,$11.79,,,,,,,,,$1.60,$7.79,$2.80,$10.99,$3.30,$12.99,889698307901,1,Wreck-It Ralph,,,,2018-01-01
7467595,Funko POP 8-Bit,Foot Soldier [Blue] #9,,,$170.49,,,,,,,,,,,,,$94.00,$188.00,889698220200,1,Teenage Mutant Ninja Turtles. NYCC,,,,2017-01-01
7467594,Funko POP 8-Bit,Foot Soldier [Purple] #9,,,,,,,,,,,,,,,,,,,1,Teenage Mutant Ninja Turtles. NYCC,,,,2017-01-01
7467597,Funko POP 8-Bit,Foot Soldier [Red] #9,,,$150.99,,,,,,,,,,,,,$83.00,$166.00,889698220170,1,Teenage Mutant Ninja Turtles. NYCC,,,,2017-01-01
7467632,Funko POP 8-Bit,Foot Soldier [White] #9,,,$204.25,,,,,,,,,,,,,$112.50,$225.00,,1,Teenage Mutant Ninja Turtles. NYCC,,,,2017-01-01
7467596,Funko POP 8-Bit,Foot Soldier [Yellow] #9,,,,,,,,,,,,,,,,,,,1,Teenage Mutant Ninja Turtles. NYCC,,,,2017-01-01
7467633,Funko POP 8-Bit,Freddy Funko #10,$8.86,$14.36,$14.75,,,,,,,,,$2.00,$9.79,$4.00,$15.99,$4.00,$15.99,889698228985,1,Freddy Funko,,,,2018-01-01
7467599,Funko POP 8-Bit,Freddy Funko [Blue GITD] #10,,,,,,,,,,,,,,,,,,,1,Freddy Funko.  SDCC,,,,2018-01-01
7467598,Funko POP 8-Bit,Freddy Funko [Green GITD] #10,,,,,,,,,,,,,,,,,,,1,Freddy Funko.  SDCC,,,,2018-01-01
7467645,Funko POP 8-Bit,Freddy Krueger #22,$8.00,$10.78,$13.00,,,,,,,,,$1.80,$8.79,$3.00,$11.99,$3.50,$13.99,889698245951,5,A Nightmare on Elm Street,,,,2018-01-01
7470157,Funko POP 8-Bit,Freddy Krueger #25,$9.94,$14.64,$16.57,,,,,,,,,$2.80,$10.99,$4.00,$15.99,$4.50,$17.99,889698245456,1,A Nightmare on Elm Street.  Gamestop,,,,2018-01-01
7467647,Funko POP 8-Bit,Jason Voorhees #23,$10.80,$14.74,$18.25,,,,,,,,,$3.00,$11.99,$4.00,$15.99,$5.00,$19.99,889698245968,1,Friday the 13th,,,,2018-01-01
7470158,Funko POP 8-Bit,Jason Voorhees #26,$22.22,$27.00,$32.56,,,,,,,,,$7.20,$23.99,$9.00,$29.99,$14.40,$35.99,889698247160,1,Friday the 13th,,,,2018-01-01
7647934,Funko POP 8-Bit,Knuckles #35,$12.81,$18.00,$21.35,,,,,,,,,$3.50,$13.99,$5.00,$19.99,$6.90,$22.99,889698830348,1,Sonic the Hedgehog,,,,2018-01-01
7467624,Funko POP 8-Bit,Leonardo #4,$1.00,$0.99,$14.99,,,,,,,,,,$2.99,,$2.99,$4.00,$15.99,889698229814,1,Teenage Mutant Ninja Turtles,,,,2018-01-01
7467630,Funko POP 8-Bit,Leonardo [Funko Shop] #4,$18.10,$25.00,$29.99,,,,,,,,,$5.00,$19.99,$8.40,$27.99,$9.90,$32.99,889698250283,1,Teenage Mutant Ninja Turtles,,,,2018-01-01
7467644,Funko POP 8-Bit,Lucas #19,$5.86,$8.00,$9.77,,,,,,,,,$1.30,$6.49,$1.80,$8.79,$2.80,$10.99,889698234276,1,Stranger Things.  Target,,,,2017-01-01
7467654,Funko POP 8-Bit,Medium Invader #33,$5.00,$6.18,$22.88,,,,,,,,,$1.10,$5.49,$1.40,$6.79,$7.50,$24.99,0889698324540,1,Space Invaders,,,,2018-01-01
7467611,Funko POP 8-Bit,Medium Invader [Blue] #33,$6.00,$6.00,$9.85,,,,,,,,,$1.30,$6.59,$1.30,$6.59,$2.80,$10.99,889698306065,1,Space Invaders,,,,2018-01-01
7467609,Funko POP 8-Bit,Medium Invader [GITD] #33,$15.90,$20.00,$26.50,,,,,,,,,$4.30,$16.99,$6.60,$21.99,$8.70,$28.99,,1,Space Invaders,,,,2018-01-01
7467612,Funko POP 8-Bit,Medium Invader [Orange] #33,$11.20,$15.99,$18.67,,,,,,,,,$3.00,$11.99,$4.50,$17.99,$6.30,$20.99,889698306065,1,Space Invaders,,,,2018-01-01
7467614,Funko POP 8-Bit,Medium Invader [Pink] #33,$13.40,$20.00,$23.52,,,,,,,,,$3.80,$14.99,$6.60,$21.99,$7.80,$25.99,,1,Space Invaders,,,,2018-01-01
7467610,Funko POP 8-Bit,Medium Invader [Teal] #33,$18.12,$26.20,$30.17,,,,,,,,,$5.00,$19.99,$8.70,$28.99,$9.90,$32.99,889698306065,1,Space Invaders,,,,2018-01-01
7467613,Funko POP 8-Bit,Medium Invader [Yellow] #33,$14.68,$21.00,$24.99,,,,,,,,,$4.00,$15.99,$6.90,$22.99,$8.10,$26.99,889698306065,1,Space Invaders,,,,2018-01-01
7467636,Funko POP 8-Bit,Mega Man #13,$7.72,$9.00,$9.98,,,,,,,,,$1.70,$8.49,$2.00,$9.89,$2.80,$10.99,889698228572,10,Mega Man.  Gamestop,,,,2018-01-01
7467637,Funko POP 8-Bit,Mega Man [Canada Expo] #13,,,,,,,,,,,,,,,,,,,1,Mega Man,,,,2018-01-01
7467602,Funko POP 8-Bit,Mega Man [Chase GameStop] #13,$11.58,$17.50,$18.95,,,,,,,,,$3.30,$12.99,$4.80,$18.99,$6.30,$20.99,889698230421,1,Mega Man,,,,2018-01-01
7467628,Funko POP 8-Bit,Michelangelo #7,$8.99,$9.98,$13.99,,,,,,,,,$2.00,$9.89,$2.80,$10.99,$3.80,$14.99,889698250146,1,Teenage Mutant Ninja Turtles,,,,2018-01-01
7467629,Funko POP 8-Bit,Michelangelo [Funko Shop] #7,$11.90,$17.00,$19.84,,,,,,,,,$3.30,$12.99,$4.80,$18.99,$6.60,$21.99,,1,Teenage Mutant Ninja Turtles,,,,2018-01-01
7467642,Funko POP 8-Bit,Mike #17,$5.87,$10.00,$11.62,,,,,,,,,$1.30,$6.49,$2.80,$10.99,$3.30,$12.99,889698234283,1,Stranger Things.  Target,,,,2017-01-01
7467635,Funko POP 8-Bit,Predator #12,$8.97,$13.00,$14.95,,,,,,,,,$2.00,$9.89,$3.50,$13.99,$4.00,$15.99,0889698228503,1,Predator.  Gamestop,,,,2017-01-01
7467600,Funko POP 8-Bit,Predator [Chase GITD] #12,$25.77,$37.00,$42.95,,,,,,,,,$8.40,$27.99,$16.40,$40.99,$18.80,$46.99,,1,Predator,,,,2017-01-01
7467638,Funko POP 8-Bit,Raiden #14,$7.10,$8.00,$8.04,,,,,,,,,$1.60,$7.79,$1.80,$8.79,$1.80,$8.79,0889698234832,1,Mortal Kombat,,,,2017-01-01
7467603,Funko POP 8-Bit,Raiden [GITD] #14,$6.45,$9.00,$11.00,,,,,,,,,$1.40,$7.09,$2.00,$9.89,$3.00,$11.99,889698234863,1,Mortal Kombat,,,,2017-01-01
7467627,Funko POP 8-Bit,Raphael #6,$5.00,$6.77,$11.15,,,,,,,,,$1.10,$5.49,$1.50,$7.49,$3.00,$11.99,889698229845,1,Teenage Mutant Ninja Turtles,,,,2018-01-01
7467593,Funko POP 8-Bit,Raphael [Funko Shop] #6,$9.73,$16.00,$18.57,,,,,,,,,$2.80,$10.99,$4.50,$17.99,$5.00,$19.99,,1,Teenage Mutant Ninja Turtles,,,,2018-01-01
7467639,Funko POP 8-Bit,Ryu #15,$5.99,$11.00,$12.69,,,,,,,,,$1.30,$6.59,$3.00,$11.99,$3.50,$13.99,889698230803,1,Street Fighter,,,,2017-01-01
7467605,Funko POP 8-Bit,Ryu [Chase] #15,$12.59,$14.00,$16.49,,,,,,,,,$3.50,$13.99,$3.80,$14.99,$4.50,$17.99,889698230803,1,Street Fighter,,,,2017-01-01
7467631,Funko POP 8-Bit,Shredder #8,$5.00,$7.05,$11.24,,,,,,,,,$1.10,$5.49,$1.60,$7.79,$3.00,$11.99,889698217507,1,Teenage Mutant Ninja Turtles,,,,2017-01-01
7647933,Funko POP 8-Bit,Sonic #34,$15.00,$21.00,$24.98,,,,,,,,,$4.30,$16.99,$6.90,$22.99,$8.10,$26.99,889698744010,1,Sonic the Hedgehog,,,,2018-01-01
8198308,Funko POP 8-Bit,Tails #36,$13.80,$20.00,$23.19,,,,,,,,,$3.80,$14.99,$6.60,$21.99,$7.80,$25.99,889698830362,1,Sonic The Hedgehog.  Target,,,,2024-12-01
7467634,Funko POP 8-Bit,The Joker #11,$7.01,$7.50,$11.83,,,,,,,,,$1.50,$7.69,$1.70,$8.29,$3.30,$12.99,889698228381,1,DC Super Heroes,,,,2017-01-01
7467601,Funko POP 8-Bit,The Joker [Chase] #11,$4.19,$6.00,$6.99,,,,,,,,,$0.90,$4.59,$1.30,$6.59,$1.50,$7.69,889698231671,1,DC Super Heroes.  Metallic,,,,2017-01-01
7467653,Funko POP 8-Bit,Werewolf #32,$5.95,$7.00,$8.63,,,,,,,,,$1.30,$6.59,$1.50,$7.69,$1.90,$9.49,889698322348,6,Altered Beast,,,,2018-01-01
7467608,Funko POP 8-Bit,Werewolf [GameStop] #32,$7.12,$9.99,$11.86,,,,,,,,,$1.60,$7.79,$2.80,$10.99,$3.30,$12.99,889698326551,1,Altered Beast,,,,2018-01-01
7467650,Funko POP 8-Bit,Will #29,$8.24,$12.00,$13.73,,,,,,,,,$1.80,$9.09,$3.30,$12.99,$3.80,$14.99,889698295727,1,Stranger Things,,,,2018-01-01
7467607,Funko POP 8-Bit,Will [Chase] #29,$1.00,$0.99,$32.96,,,,,,,,,,$2.99,,$2.99,$14.40,$35.99,889698295727,1,Stranger Things,,,,2018-01-01
7467651,Funko POP 8-Bit,Wreck-It Ralph #30,$8.99,$9.99,$14.99,,,,,,,,,$2.00,$9.89,$2.80,$10.99,$4.00,$15.99,889698307895,1,Wreck-It Ralph. Summer Convention Exclusive,,,,2018-01-01
7467648,Funko POP 8-Bit,Xenomorph #24,$9.68,$12.38,$16.14,,,,,,,,,$2.80,$10.99,$3.50,$13.99,$4.50,$17.99,889698317122,10,Alien,,,,2018-01-01
7470159,Funko POP 8-Bit,Xenomorph #27,$11.62,$16.00,$18.99,,,,,,,,,$3.30,$12.99,$4.50,$17.99,$6.30,$20.99,889698246736,1,Alien.  Bloody,,,,2018-01-01
7467606,Funko POP 8-Bit,Xenomorph [Entertainment Earth] #24,$10.87,$16.00,$18.35,,,,,,,,,$3.00,$11.99,$4.50,$17.99,$5.00,$19.99,889698317122,1,Alien,,,,2018-01-01
7467822,Funko POP Ad Icons,90s Coca-Cola Polar Bear #158,$6.00,$8.18,$14.42,,,,,,,,,$1.30,$6.59,$1.80,$8.99,$4.00,$15.99,889698655873,1,Coca-Cola,,,,2022-01-01
7467833,Funko POP Ad Icons,90s Coca-Cola Polar Bear [Flocked Amazon] #158,$9.59,$12.50,$14.68,,,,,,,,,$2.80,$10.99,$3.50,$13.99,$4.00,$15.99,889698663472,1,Coca-Cola,,,,2022-01-01
7467714,Funko POP Ad Icons,Alexander the Grape #46,$3.60,$3.80,$6.00,,,,,,,,,$0.80,$3.99,$0.80,$4.19,$1.30,$6.59,889698397308,1,Otter Pops,,,,2019-01-01
7467785,Funko POP Ad Icons,Baby Nut #108,$8.13,$12.50,$13.01,,,,,,,,,$1.80,$8.89,$3.50,$13.99,$3.50,$13.99,889698529259,1,Planters,,,,2020-01-01
7472633,Funko POP Ad Icons,Banana Slurpee #90,$5.00,$11.92,$12.25,,,,,,,,,$1.10,$5.49,$3.30,$12.99,$3.30,$12.99,889698558389,1,Slurpee,,,,2021-01-01
7467798,Funko POP Ad Icons,Barney Rubble With Cocoa Pebbles #120,$5.00,$6.00,$10.00,,,,,,,,,$1.10,$5.49,$1.30,$6.59,$2.80,$10.99,889698538602,1,The Flintstones,,,,2021-01-01
7467690,Funko POP Ad Icons,Bazooka Joe #19,$6.58,$8.04,$10.29,,,,,,,,,$1.40,$7.19,$1.80,$8.79,$2.80,$10.99,889698308588,1,Bazooka Gum,,,,2018-01-01
7467915,Funko POP Ad Icons,Big Boy #24,$6.00,$7.42,$9.74,,,,,,,,,$1.30,$6.59,$1.60,$8.19,$2.80,$10.99,889698315579,1,Bob's Big Boy,,,,2018-01-01
7467668,Funko POP Ad Icons,Big Boy #4,$301.74,$356.28,$491.49,,,,,,,,,$166.00,$332.00,$196.00,$392.00,$324.60,$541.00,889698102100,1,Bob's Big Boy,,,,2016-01-01
7467750,Funko POP Ad Icons,Big Boy #74,$18.00,$26.00,$30.00,,,,,,,,,$5.00,$19.99,$8.70,$28.99,$9.90,$32.99,889698444743,1,Big Boy Funko Hollywood,,,,2019-01-01
7467919,Funko POP Ad Icons,Big Boy #97,$7.80,$8.00,$12.99,,,,,,,,,$1.70,$8.59,$1.80,$8.79,$3.50,$13.99,889698504362,1,Bob's Big Boy,,,,2020-01-01
7467744,Funko POP Ad Icons,Big Yella #71,$7.48,$12.32,$12.93,,,,,,,,,$1.60,$8.19,$3.50,$13.99,$3.50,$13.99,889698259248,1,Sugar Corn Pops,,,,2019-01-01
7467782,Funko POP Ad Icons,Birdie The Early Bird #110,$5.68,$8.00,$9.20,,,,,,,,,$1.30,$6.29,$1.80,$8.79,$2.00,$9.99,889698529921,1,McDonald's,,,,2020-01-01
7467845,Funko POP Ad Icons,Birthday Ronald McDonald #180,$3.00,$4.00,$13.00,,,,,,,,,,$3.29,$0.90,$4.39,$3.50,$13.99,889698734158,1,McDonald's,,,,2023-01-01
7467843,Funko POP Ad Icons,Blockbuster #187,$7.00,$15.14,$15.99,,,,,,,,,$1.50,$7.69,$4.30,$16.99,$4.50,$17.99,889698725217,1,Blockbuster,,,,2023-01-01
7472632,Funko POP Ad Icons,Blue Raspberry Slurpee #89,$7.46,$11.99,$12.43,,,,,,,,,$1.60,$8.19,$3.30,$12.99,$3.50,$13.99,889698558372,1,Slurpee,,,,2021-01-01
7467768,Funko POP Ad Icons,Bob's Big Boy #92,$20.51,$26.99,$27.46,,,,,,,,,$6.90,$22.99,$9.00,$29.99,$9.00,$29.99,889698441797,1,Big Boy,,,,2019-01-01
7467925,Funko POP Ad Icons,Boo Berry #185,$7.08,$8.11,$11.80,,,,,,,,,$1.60,$7.79,$1.80,$8.89,$3.30,$12.99,889698560023,1,General Mills,,,,2023-01-01
7467665,Funko POP Ad Icons,Boo Berry #3,$96.59,$137.00,$160.99,,,,,,,,,$53.00,$106.00,$75.50,$151.00,$88.50,$177.00,830395010717,1,Monster Cereals,,,,2010-01-01
7467918,Funko POP Ad Icons,Boo Berry #35,$21.44,$26.00,$30.96,,,,,,,,,$7.20,$23.99,$8.70,$28.99,$10.20,$33.99,889698259279,1,Monster Cereals,,,,2018-01-01
7467667,Funko POP Ad Icons,Boo Berry [GITD] #3,,,,,,,,,,,,,,,,,,,1,Monster Cereals,,,,2010-01-01
7467666,Funko POP Ad Icons,Boo Berry [SDCC] #3,$540.00,$723.00,$850.00,,,,,,,,,$356.40,$594.00,$477.00,$795.00,$561.00,$935.00,,1,Monster Cereals. Metallic,,,,2010-01-01
7467792,Funko POP Ad Icons,Bullseye #118,$12.00,$15.96,$20.00,,,,,,,,,$3.30,$12.99,$4.50,$17.99,$6.60,$21.99,889698545426,1,Target,,,,2021-01-01
7467710,Funko POP Ad Icons,Bullseye #32,$22.11,$29.99,$39.98,,,,,,,,,$7.20,$23.99,$9.90,$32.99,$17.60,$43.99,889698345170,5,Target,,,,2018-01-01
7467669,Funko POP Ad Icons,Bullseye #5,$13.00,$20.00,$23.89,,,,,,,,,$3.50,$13.99,$6.60,$21.99,$7.80,$25.99,889698111782,1,Target,,,,2016-01-01
7467892,Funko POP Ad Icons,Bullseye Dressed as John Hammond #178,$11.99,$15.54,$19.99,,,,,,,,,$3.30,$12.99,$4.30,$16.99,$6.60,$21.99,889698713337,1,Target,,,,2023-01-01
8035320,Funko POP Ad Icons,Bullseye In Ninja Mask With Leo [Chase] #242,$40.79,$58.00,$67.98,,,,,,,,,$18.00,$44.99,$25.60,$63.99,$30.00,$74.99,889698821261,1,"	Teenage Mutant Ninja Turtles x Target",,,,
8597984,Funko POP Ad Icons,Bullseye In Ninja Mask With Mikey [Chase] #243,,,,,,,,,,,,,,,,,,889698827799,1,Only at Target,,,,
8471132,Funko POP Ad Icons,Bullseye In Ninja Mask With Raph #243,,$29.98,$30.50,,,,,,,,,,,$9.90,$32.99,$10.20,$33.99,889698827799,1,Target,,,,
7467670,Funko POP Ad Icons,Bullseye [SDCC Flocked] #5,$39.00,$52.75,$65.00,,,,,,,,,$17.20,$42.99,$23.20,$57.99,$28.80,$71.99,,1,Target,,,,2016-01-01
7467671,Funko POP Ad Icons,Bullseye [Target Flocked Gold] #5,$14.00,$18.00,$23.99,,,,,,,,,$3.80,$14.99,$5.00,$19.99,$7.80,$25.99,889698420488,1,Target,,,,2016-01-01
7467673,Funko POP Ad Icons,Bullseye [Target Flocked] #5,$17.76,$21.00,$29.65,,,,,,,,,$5.00,$19.99,$6.90,$22.99,$9.90,$32.99,889698439664,1,Target,,,,2016-01-01
7467904,Funko POP Ad Icons,Bullseye as Spidey #162,$12.00,$13.00,$15.00,,,,,,,,,$3.30,$12.99,$3.50,$13.99,$4.30,$16.99,889698664486,1,Target x Marvel,,,,2022-01-01
7467881,Funko POP Ad Icons,Bullseye in Captain America Shirt #237,$10.20,$14.00,$16.10,,,,,,,,,$2.80,$10.99,$3.80,$14.99,$4.50,$17.99,889698836463,1,Target x Marvel,,,,2024-01-01
7467861,Funko POP Ad Icons,Bullseye in Mickey Ears #218,$10.00,$13.25,$19.02,,,,,,,,,$2.80,$10.99,$3.80,$14.99,$6.30,$20.99,889698744591,1,Target,,,,2023-01-01
7467882,Funko POP Ad Icons,Bullseye in Ninja Mask with Leo #242,$13.07,$15.87,$22.94,,,,,,,,,$3.50,$13.99,$4.30,$16.99,$7.50,$24.99,889698821261,1,Teenage Mutant Ninja Turtles x Target,,,,2024-01-01
7467693,Funko POP Ad Icons,Buzz #21,$9.20,$16.00,$18.80,,,,,,,,,$2.00,$9.99,$4.50,$17.99,$6.30,$20.99,889698259224,1,Honey Nut Cheerios,,,,2018-01-01
7472641,Funko POP Ad Icons,Cactus Rocker #97,,,,,,,,,,,,,,,,,,889698561150,1,Tokidoki,,,,2021-01-01
7472657,Funko POP Ad Icons,Cap'N Crunch #187,,$0.49,$10.72,,,,,,,,,,,,$2.99,$3.00,$11.99,889698577724,1,Cap'N Crunch,,,,2022-01-01
7467684,Funko POP Ad Icons,Cap'n Crunch #14,$8.30,$9.00,$13.38,,,,,,,,,$1.80,$9.09,$2.00,$9.89,$3.80,$14.99,889698264396,1,Cap'n Crunch,,,,2018-01-01
7467711,Funko POP Ad Icons,Cap'n Crunch #36,$5.00,$7.03,$12.84,,,,,,,,,$1.10,$5.49,$1.50,$7.69,$3.50,$13.99,889698364799,8,Cap'n Crunch,,,,2018-01-01
7467777,Funko POP Ad Icons,Cap'n Crunch #95,$23.99,$25.51,$35.25,,,,,,,,,$7.80,$25.99,$8.40,$27.99,$15.60,$38.99,889698461344,1,Cap'n Crunch,,,,2020-01-01
7467783,Funko POP Ad Icons,Captain Crook #99,$10.79,$16.28,$17.44,,,,,,,,,$3.00,$11.99,$4.50,$17.99,$4.80,$18.99,889698489119,1,McDonald's,,,,2020-01-01
7467739,Funko POP Ad Icons,Captain Cupcake #66,$8.88,$10.00,$12.93,,,,,,,,,$2.00,$9.79,$2.80,$10.99,$3.50,$13.99,889698437684,1,CupCakes. Funko Shop,,,,2019-01-01
7467740,Funko POP Ad Icons,Captain Cupcake [Limited Edition] #66,,,,,,,,,,,,,,,,,,,1,CupCakes. Funko Shop,,,,2019-01-01
7472646,Funko POP Ad Icons,Caramelo #103,,,,,,,,,,,,,,,,,,889698559195,1,Tokidoki,,,,2021-01-01
7467871,Funko POP Ad Icons,Champ #154,$18.64,$27.00,$31.29,,,,,,,,,$6.30,$20.99,$9.00,$29.99,$10.20,$33.99,889698665001,1,Jollibee,,,,2022-01-01
7467818,Funko POP Ad Icons,Champ [Chase] #154,$17.99,$26.00,$30.50,,,,,,,,,$5.00,$19.99,$8.70,$28.99,$10.20,$33.99,889698665001,1,Jollibee.  Metallic,,,,2022-01-01
7467731,Funko POP Ad Icons,Charlie The Tuna #54,$10.00,$18.49,$20.27,,,,,,,,,$2.80,$10.99,$5.00,$19.99,$6.60,$21.99,889698438537,1,Starkist,,,,2019-01-01
7472630,Funko POP Ad Icons,Cherry Coca-Cola Can #88,$13.58,$16.12,$21.86,,,,,,,,,$3.80,$14.99,$4.50,$17.99,$7.20,$23.99,889698556590,1,Coca-Cola,,,,2021-01-01
7467866,Funko POP Ad Icons,Cherry Nerd #217,$14.00,$18.44,$32.32,,,,,,,,,$3.80,$14.99,$5.00,$19.99,$14.40,$35.99,889698741354,1,Nerds,,,,2023-01-01
7472635,Funko POP Ad Icons,Cherry Slurpee #92,$9.49,$11.00,$12.65,,,,,,,,,$2.00,$9.99,$3.00,$11.99,$3.50,$13.99,889698558402,1,Slurpee,,,,2021-01-01
7467837,Funko POP Ad Icons,Chester Cheetah #174,$5.00,$6.50,$21.31,,,,,,,,,$1.10,$5.49,$1.40,$7.19,$6.90,$22.99,889698684873,1,Cheetos Cheddar Jalapeno Crunchy,,,,2023-01-01
7467765,Funko POP Ad Icons,Chester Cheetah #77,$10.96,$13.64,$16.24,,,,,,,,,$3.00,$11.99,$3.80,$14.99,$4.50,$17.99,889698445818,1,Cheetos,,,,2019-01-01
7467759,Funko POP Ad Icons,Chester Cheetah #78,$11.00,$15.10,$24.04,,,,,,,,,$3.00,$11.99,$4.30,$16.99,$7.80,$25.99,889698445887,1,Cheetos,,,,2019-01-01
7467890,Funko POP Ad Icons,Chester Cheetah [Diamond Funko Shop] #77,$10.76,$16.49,$18.03,,,,,,,,,$3.00,$11.99,$4.50,$17.99,$5.00,$19.99,889698496100,1,Cheetos,,,,2019-01-01
7467838,Funko POP Ad Icons,Chester Cheetah [Flocked] #174,$31.19,$38.00,$52.13,,,,,,,,,$10.20,$33.99,$16.80,$41.99,$22.80,$56.99,889698684873,1,Cheetos Cheddar Jalapeno Crunchy,,,,2023-01-01
7467873,Funko POP Ad Icons,Chester Cheetah [GITD] #117,$16.00,$21.00,$29.92,,,,,,,,,$4.50,$17.99,$6.90,$22.99,$9.90,$32.99,889698538770,1,Cheetos Flamin' Hot,,,,2020-01-01
7467752,Funko POP Ad Icons,Chester Cheetah [GITD] #77,$11.95,$14.00,$20.47,,,,,,,,,$3.30,$12.99,$3.80,$14.99,$6.90,$22.99,889698464802,1,Cheetos. Target,,,,2019-01-01
7467867,Funko POP Ad Icons,CoCo The Monkey #224,$7.00,$9.74,$14.59,,,,,,,,,$1.50,$7.69,$2.80,$10.99,$4.00,$15.99,889698753562,1,Kellogg's CoCo Pops,,,,2024-01-01
7472624,Funko POP Ad Icons,Coca-Cola Bottle Cap #79,$9.74,$16.11,$16.50,,,,,,,,,$2.80,$10.99,$4.50,$17.99,$4.50,$17.99,889698530606,1,Coca-Cola,,,,2021-01-01
7472622,Funko POP Ad Icons,Coca-Cola Can #78,$6.49,$7.50,$10.75,,,,,,,,,$1.40,$7.09,$1.70,$8.29,$3.00,$11.99,889698530613,1,Coca-Cola,,,,2021-01-01
7472623,Funko POP Ad Icons,Coca-Cola Can [Diamond] #78,$11.78,$19.00,$21.81,,,,,,,,,$3.30,$12.99,$6.30,$20.99,$7.20,$23.99,889698542876,1,Coca-Cola. BoxLunch,,,,2021-01-01
7467729,Funko POP Ad Icons,Coca-Cola Polar Bear #58,$5.99,$6.67,$11.47,,,,,,,,,$1.30,$6.59,$1.50,$7.29,$3.30,$12.99,889698417327,1,Coca-Cola,,,,2019-01-01
7467732,Funko POP Ad Icons,Coca-Cola Polar Bear #59,$10.00,$10.00,$19.97,,,,,,,,,$2.80,$10.99,$2.80,$10.99,$6.60,$21.99,889698430302,1,Coca-Cola,,,,2019-01-01
7467733,Funko POP Ad Icons,Coca-Cola Polar Bear [Diamond Hot Topic] #58,$8.69,$13.99,$14.49,,,,,,,,,$1.90,$9.59,$3.80,$14.99,$4.00,$15.99,889698522564,1,Coca-Cola,,,,2019-01-01
7467730,Funko POP Ad Icons,Coca-Cola Polar Bear [Flocked Funko Shop] #58,$9.53,$14.92,$16.68,,,,,,,,,$2.00,$9.99,$4.00,$15.99,$4.50,$17.99,889698417334,1,Coca-Cola,,,,2019-01-01
7467889,Funko POP Ad Icons,Coca-Cola Polar Bear with Cub #241,$7.00,$9.00,$14.99,,,,,,,,,$1.50,$7.69,$2.00,$9.89,$4.00,$15.99,889698417327,1,Coca-Cola,,,,2024-01-01
